case_id,track,prediction_id,t_hat,gt_start_ms,detection_delay_seconds,root_service,fault_type,ada_rca_top1,ada_rca_labelled_rank
gaia-v3-13121,fused,test-pred-001127,1627199340000,1627199302728,37.272,logservice1,memory_anomalies,mobservice2,10
gaia-v3-13004,fused,test-pred-001128,1627200060000,1627200048649,11.351,mobservice1,login_failure,mobservice1,1
gaia-v3-13006,fused,test-pred-001129,1627200120000,1627200116797,3.203,mobservice1,login_failure,mobservice1,1
gaia-v3-12701,fused,test-pred-001130,1627200420000,1627200401601,18.399,mobservice2,login_failure,mobservice1,2
gaia-v3-13009,fused,test-pred-001132,1627200630000,1627200589186,40.814,mobservice1,login_failure,mobservice1,1
gaia-v3-13010,fused,test-pred-001133,1627200720000,1627200685791,34.209,mobservice1,login_failure,mobservice1,1
gaia-v3-12704,fused,test-pred-001134,1627200870000,1627200824371,45.629,mobservice2,memory_anomalies,mobservice2,1
gaia-v3-13014,fused,test-pred-001136,1627201860000,1627201824514,35.486,mobservice1,login_failure,mobservice1,1
gaia-v3-13016,fused,test-pred-001137,1627202400000,1627202372715,27.285,mobservice1,login_failure,mobservice1,1
gaia-v3-12705,fused,test-pred-001138,1627202610000,1627202608263,1.737,mobservice2,login_failure,mobservice2,1
gaia-v3-12706,fused,test-pred-001139,1627202700000,1627202666277,33.723,mobservice2,login_failure,mobservice1,2
gaia-v3-12707,fused,test-pred-001140,1627202910000,1627202893380,16.62,mobservice2,login_failure,mobservice1,2
gaia-v3-12708,fused,test-pred-001141,1627203030000,1627203010015,19.985,mobservice2,login_failure,mobservice1,2
gaia-v3-12709,fused,test-pred-001142,1627203300000,1627203261763,38.237,mobservice2,login_failure,mobservice2,1
gaia-v3-13021,fused,test-pred-001144,1627203510000,1627203494637,15.363,mobservice1,login_failure,webservice1,2
gaia-v3-12711,fused,test-pred-001146,1627203990000,1627203974880,15.12,mobservice2,login_failure,mobservice2,1
gaia-v3-12712,fused,test-pred-001147,1627204440000,1627204410577,29.423,mobservice2,login_failure,mobservice1,3
gaia-v3-12713,fused,test-pred-001149,1627204740000,1627204716476,23.524,mobservice2,login_failure,mobservice1,2
gaia-v3-12714,fused,test-pred-001150,1627205130000,1627205117981,12.019,mobservice2,login_failure,mobservice1,2
gaia-v3-13025,fused,test-pred-001151,1627205190000,1627205171225,18.775,mobservice1,login_failure,mobservice2,2
gaia-v3-13026,fused,test-pred-001152,1627205460000,1627205429357,30.643,mobservice1,login_failure,mobservice1,1
gaia-v3-13027,fused,test-pred-001153,1627205520000,1627205507261,12.739,mobservice1,login_failure,mobservice2,2
gaia-v3-12715,fused,test-pred-001154,1627205670000,1627205651131,18.869,mobservice2,login_failure,mobservice2,1
gaia-v3-12716,fused,test-pred-001155,1627205790000,1627205771452,18.548,mobservice2,login_failure,mobservice1,2
gaia-v3-12717,fused,test-pred-001156,1627205970000,1627205960623,9.377,mobservice2,login_failure,mobservice2,1
gaia-v3-12718,fused,test-pred-001157,1627206360000,1627206319932,40.068,mobservice2,login_failure,mobservice1,2
gaia-v3-12719,fused,test-pred-001158,1627206750000,1627206714082,35.918,mobservice2,login_failure,mobservice2,1
gaia-v3-12720,fused,test-pred-001159,1627206900000,1627206866368,33.632,mobservice2,login_failure,mobservice2,1
gaia-v3-12721,fused,test-pred-001160,1627207080000,1627207044575,35.425,mobservice2,login_failure,mobservice1,2
gaia-v3-12722,fused,test-pred-001161,1627207140000,1627207125876,14.124,mobservice2,login_failure,mobservice1,2
gaia-v3-13031,fused,test-pred-001162,1627207440000,1627207415276,24.724,mobservice1,login_failure,mobservice1,1
gaia-v3-13032,fused,test-pred-001163,1627207530000,1627207517191,12.809,mobservice1,login_failure,mobservice2,2
gaia-v3-12723,fused,test-pred-001164,1627208010000,1627207994320,15.68,mobservice2,login_failure,mobservice1,2
gaia-v3-13033,fused,test-pred-001165,1627208100000,1627208062193,37.807,mobservice1,login_failure,mobservice1,1
gaia-v3-13036,fused,test-pred-001169,1627208910000,1627208887180,22.82,mobservice1,login_failure,mobservice2,3
gaia-v3-13037,fused,test-pred-001170,1627209150000,1627209128983,21.017,mobservice1,login_failure,mobservice2,2
gaia-v3-12726,fused,test-pred-001171,1627209270000,1627209254830,15.17,mobservice2,login_failure,mobservice2,1
gaia-v3-12727,fused,test-pred-001172,1627209420000,1627209400045,19.955,mobservice2,login_failure,mobservice1,2
gaia-v3-13039,fused,test-pred-001174,1627209630000,1627209592667,37.333,mobservice1,login_failure,mobservice2,2
gaia-v3-12729,fused,test-pred-001175,1627209750000,1627209743945,6.055,mobservice2,login_failure,mobservice2,1
gaia-v3-13043,fused,test-pred-001178,1627210290000,1627210277962,12.038,mobservice1,login_failure,mobservice1,1
gaia-v3-13045,fused,test-pred-001179,1627210440000,1627210402620,37.38,mobservice1,login_failure,mobservice2,2
gaia-v3-12731,fused,test-pred-001180,1627210620000,1627210585518,34.482,mobservice2,login_failure,mobservice2,1
gaia-v3-13047,fused,test-pred-001181,1627210890000,1627210874531,15.469,mobservice1,login_failure,mobservice2,2
gaia-v3-12734,fused,test-pred-001183,1627211520000,1627211485717,34.283,mobservice2,login_failure,mobservice1,2
gaia-v3-13051,fused,test-pred-001184,1627211640000,1627211606819,33.181,mobservice1,login_failure,mobservice2,3
gaia-v3-13053,fused,test-pred-001185,1627211880000,1627211879038,0.962,mobservice1,login_failure,mobservice1,1
gaia-v3-12736,fused,test-pred-001186,1627212120000,1627212095946,24.054,mobservice2,login_failure,mobservice2,1
gaia-v3-12737,fused,test-pred-001187,1627212360000,1627212339517,20.483,mobservice2,login_failure,mobservice1,2
gaia-v3-13055,fused,test-pred-001188,1627212480000,1627212463751,16.249,mobservice1,login_failure,mobservice2,2
gaia-v3-12739,fused,test-pred-001189,1627212540000,1627212512682,27.318,mobservice2,login_failure,mobservice1,2
gaia-v3-13056,fused,test-pred-001190,1627212660000,1627212637619,22.381,mobservice1,login_failure,mobservice2,2
gaia-v3-12741,fused,test-pred-001191,1627212810000,1627212798461,11.539,mobservice2,login_failure,mobservice2,1
gaia-v3-12742,fused,test-pred-001192,1627212870000,1627212851003,18.997,mobservice2,login_failure,mobservice1,2
gaia-v3-13058,fused,test-pred-001193,1627213440000,1627213423972,16.028,mobservice1,login_failure,mobservice2,2
gaia-v3-12743,fused,test-pred-001194,1627213500000,1627213478122,21.878,mobservice2,login_failure,mobservice2,1
gaia-v3-12744,fused,test-pred-001195,1627213560000,1627213519573,40.427,mobservice2,login_failure,mobservice2,1
gaia-v3-12745,fused,test-pred-001196,1627213710000,1627213681041,28.959,mobservice2,login_failure,mobservice1,2
gaia-v3-12746,fused,test-pred-001198,1627214040000,1627214021506,18.494,mobservice2,login_failure,mobservice1,2
gaia-v3-13061,fused,test-pred-001199,1627214220000,1627214202586,17.414,mobservice1,login_failure,mobservice2,2
gaia-v3-12747,fused,test-pred-001200,1627214310000,1627214295601,14.399,mobservice2,login_failure,mobservice2,1
gaia-v3-12749,fused,test-pred-001201,1627214430000,1627214409242,20.758,mobservice2,login_failure,mobservice2,1
gaia-v3-13122,fused,test-pred-001202,1627214640000,1627214588172,51.828,logservice1,memory_anomalies,mobservice1,4
gaia-v3-12751,fused,test-pred-001203,1627215450000,1627215411559,38.441,mobservice2,login_failure,mobservice1,4
gaia-v3-12752,fused,test-pred-001206,1627216200000,1627216185383,14.617,mobservice2,login_failure,mobservice1,2
gaia-v3-12753,fused,test-pred-001207,1627216530000,1627216517173,12.827,mobservice2,login_failure,mobservice2,1
gaia-v3-13067,fused,test-pred-001208,1627217250000,1627217212288,37.712,mobservice1,login_failure,mobservice1,1
gaia-v3-12754,fused,test-pred-001210,1627217460000,1627217421027,38.973,mobservice2,login_failure,mobservice2,1
gaia-v3-13069,fused,test-pred-001211,1627217640000,1627217619253,20.747,mobservice1,login_failure,mobservice2,2
gaia-v3-12755,fused,test-pred-001212,1627217700000,1627217663867,36.133,mobservice2,login_failure,mobservice1,2
gaia-v3-13070,fused,test-pred-001213,1627217820000,1627217790547,29.453,mobservice1,login_failure,mobservice1,1
gaia-v3-13076,fused,test-pred-001216,1627218750000,1627218736848,13.152,mobservice1,login_failure,mobservice1,1
gaia-v3-12758,fused,test-pred-001217,1627218810000,1627218797087,12.913,mobservice2,login_failure,mobservice1,2
gaia-v3-13077,fused,test-pred-001218,1627218900000,1627218865928,34.072,mobservice1,login_failure,mobservice2,2
gaia-v3-12759,fused,test-pred-001219,1627219020000,1627219003404,16.596,mobservice2,login_failure,mobservice2,1
gaia-v3-12760,fused,test-pred-001220,1627219500000,1627219480984,19.016,mobservice2,login_failure,mobservice2,1
gaia-v3-12761,fused,test-pred-001221,1627219650000,1627219612023,37.977,mobservice2,login_failure,mobservice2,1
gaia-v3-13078,fused,test-pred-001222,1627220160000,1627220123516,36.484,mobservice1,login_failure,mobservice2,2
gaia-v3-12762,fused,test-pred-001223,1627220220000,1627220196802,23.198,mobservice2,login_failure,mobservice1,2
gaia-v3-12763,fused,test-pred-001225,1627220580000,1627220557987,22.013,mobservice2,login_failure,mobservice1,2
gaia-v3-13082,fused,test-pred-001227,1627220940000,1627220904831,35.169,mobservice1,login_failure,mobservice2,2
gaia-v3-12764,fused,test-pred-001228,1627221030000,1627221000887,29.113,mobservice2,login_failure,mobservice1,2
gaia-v3-12765,fused,test-pred-001229,1627221210000,1627221192177,17.823,mobservice2,login_failure,mobservice2,1
gaia-v3-12766,fused,test-pred-001230,1627221270000,1627221252367,17.633,mobservice2,login_failure,mobservice1,2
gaia-v3-12767,fused,test-pred-001231,1627221780000,1627221766486,13.514,mobservice2,login_failure,mobservice2,1
gaia-v3-12768,fused,test-pred-001232,1627221900000,1627221887960,12.04,mobservice2,login_failure,mobservice1,2
gaia-v3-13083,fused,test-pred-001233,1627222050000,1627222044097,5.903,mobservice1,login_failure,mobservice1,1
gaia-v3-12770,fused,test-pred-001234,1627222140000,1627222122021,17.979,mobservice2,login_failure,mobservice2,1
gaia-v3-13084,fused,test-pred-001235,1627222650000,1627222619206,30.794,mobservice1,login_failure,mobservice2,2
gaia-v3-12771,fused,test-pred-001237,1627222980000,1627222948928,31.072,mobservice2,login_failure,mobservice2,1
gaia-v3-13086,fused,test-pred-001238,1627223220000,1627223185959,34.041,mobservice1,login_failure,mobservice1,1
gaia-v3-13089,fused,test-pred-001239,1627223400000,1627223394961,5.039,mobservice1,login_failure,mobservice1,1
gaia-v3-13091,fused,test-pred-001241,1627223970000,1627223958573,11.427,mobservice1,login_failure,mobservice2,2
gaia-v3-12777,fused,test-pred-001243,1627224300000,1627224278204,21.796,mobservice2,login_failure,mobservice2,1
gaia-v3-13093,fused,test-pred-001244,1627224450000,1627224408968,41.032,mobservice1,login_failure,mobservice2,2
gaia-v3-13095,fused,test-pred-001245,1627224540000,1627224519417,20.583,mobservice1,login_failure,mobservice1,1
gaia-v3-13096,fused,test-pred-001246,1627224600000,1627224587419,12.581,mobservice1,login_failure,redisservice1,2
gaia-v3-12779,fused,test-pred-001247,1627224840000,1627224801849,38.151,mobservice2,login_failure,mobservice2,1
gaia-v3-12780,fused,test-pred-001248,1627225080000,1627225045821,34.179,mobservice2,login_failure,mobservice2,1
gaia-v3-13099,fused,test-pred-001250,1627225290000,1627225282586,7.414,mobservice1,login_failure,mobservice1,1
gaia-v3-12781,fused,test-pred-001251,1627225470000,1627225448583,21.417,mobservice2,login_failure,mobservice2,1
gaia-v3-12782,fused,test-pred-001252,1627225530000,1627225498594,31.406,mobservice2,login_failure,redisservice1,2
gaia-v3-12784,fused,test-pred-001258,1627226520000,1627226499725,20.275,mobservice2,login_failure,mobservice1,2
gaia-v3-12785,fused,test-pred-001259,1627226700000,1627226660336,39.664,mobservice2,login_failure,mobservice2,1
gaia-v3-13102,fused,test-pred-001260,1627227090000,1627227068051,21.949,mobservice1,login_failure,mobservice2,2
gaia-v3-12786,fused,test-pred-001261,1627227240000,1627227216274,23.726,mobservice2,login_failure,mobservice2,1
gaia-v3-12790,fused,test-pred-001262,1627227420000,1627227407685,12.315,mobservice2,memory_anomalies,mobservice1,2
gaia-v3-13106,fused,test-pred-001263,1627228110000,1627228097999,12.001,mobservice1,login_failure,mobservice1,1
gaia-v3-13107,fused,test-pred-001264,1627228200000,1627228165877,34.123,mobservice1,login_failure,mobservice1,1
gaia-v3-12791,fused,test-pred-001265,1627228380000,1627228365417,14.583,mobservice2,login_failure,mobservice2,1
gaia-v3-12793,fused,test-pred-001267,1627228800000,1627228781570,18.43,mobservice2,login_failure,logservice1,3
gaia-v3-13449,fused,test-pred-001269,1627229100000,1627229082494,17.506,mobservice1,login_failure,mobservice2,4
gaia-v3-13154,fused,test-pred-001270,1627229160000,1627229132531,27.469,mobservice2,login_failure,logservice2,4
gaia-v3-13155,fused,test-pred-001271,1627229430000,1627229416993,13.007,mobservice2,login_failure,mobservice1,5
gaia-v3-13450,fused,test-pred-001272,1627229550000,1627229526478,23.522,mobservice1,login_failure,mobservice2,2
gaia-v3-13156,fused,test-pred-001273,1627229670000,1627229655829,14.171,mobservice2,login_failure,mobservice1,2
gaia-v3-13158,fused,test-pred-001274,1627229850000,1627229827219,22.781,mobservice2,login_failure,logservice1,4
gaia-v3-13452,fused,test-pred-001275,1627230120000,1627230105819,14.181,mobservice1,login_failure,mobservice2,4
gaia-v3-13453,fused,test-pred-001276,1627230390000,1627230373871,16.129,mobservice1,login_failure,mobservice2,3
gaia-v3-13160,fused,test-pred-001277,1627230510000,1627230479756,30.244,mobservice2,login_failure,mobservice2,1
gaia-v3-13161,fused,test-pred-001278,1627230660000,1627230640951,19.049,mobservice2,login_failure,mobservice2,1
gaia-v3-13162,fused,test-pred-001279,1627230750000,1627230725293,24.707,mobservice2,login_failure,mobservice1,2
gaia-v3-13454,fused,test-pred-001280,1627230810000,1627230787816,22.184,mobservice1,login_failure,mobservice1,1
gaia-v3-13455,fused,test-pred-001281,1627230870000,1627230858192,11.808,mobservice1,login_failure,mobservice2,3
gaia-v3-13456,fused,test-pred-001282,1627230990000,1627230971453,18.547,mobservice1,login_failure,mobservice2,4
gaia-v3-13460,fused,test-pred-001284,1627231950000,1627231927946,22.054,mobservice1,login_failure,logservice2,4
gaia-v3-13164,fused,test-pred-001285,1627232070000,1627232046160,23.84,mobservice2,login_failure,mobservice2,1
gaia-v3-13461,fused,test-pred-001286,1627232190000,1627232167979,22.021,mobservice1,login_failure,mobservice2,3
gaia-v3-13166,fused,test-pred-001287,1627232520000,1627232505540,14.46,mobservice2,login_failure,mobservice2,1
gaia-v3-13167,fused,test-pred-001288,1627232610000,1627232570049,39.951,mobservice2,login_failure,mobservice2,1
gaia-v3-13168,fused,test-pred-001289,1627232760000,1627232745331,14.669,mobservice2,login_failure,mobservice1,2
gaia-v3-13462,fused,test-pred-001290,1627232880000,1627232865916,14.084,mobservice1,login_failure,logservice2,4
gaia-v3-13463,fused,test-pred-001291,1627233180000,1627233151313,28.687,mobservice1,login_failure,mobservice1,1
gaia-v3-13465,fused,test-pred-001292,1627233330000,1627233309367,20.633,mobservice1,login_failure,mobservice2,4
gaia-v3-13172,fused,test-pred-001295,1627233960000,1627233918960,41.04,mobservice2,login_failure,mobservice2,1
gaia-v3-13468,fused,test-pred-001296,1627234260000,1627234227864,32.136,mobservice1,login_failure,mobservice2,2
gaia-v3-13173,fused,test-pred-001297,1627234410000,1627234383912,26.088,mobservice2,login_failure,logservice1,2
gaia-v3-13174,fused,test-pred-001298,1627234620000,1627234597342,22.658,mobservice2,login_failure,mobservice1,2
gaia-v3-13175,fused,test-pred-001299,1627234680000,1627234663020,16.98,mobservice2,login_failure,mobservice1,2
gaia-v3-13471,fused,test-pred-001301,1627235010000,1627234974578,35.422,mobservice1,login_failure,logservice1,8
gaia-v3-13178,fused,test-pred-001302,1627235220000,1627235196277,23.723,mobservice2,login_failure,mobservice2,1
gaia-v3-13180,fused,test-pred-001303,1627235310000,1627235302265,7.735,mobservice2,login_failure,mobservice2,1
gaia-v3-13181,fused,test-pred-001306,1627235790000,1627235780481,9.519,mobservice2,login_failure,mobservice2,1
gaia-v3-13182,fused,test-pred-001307,1627235940000,1627235917427,22.573,mobservice2,login_failure,mobservice2,1
gaia-v3-13478,fused,test-pred-001309,1627236420000,1627236382138,37.862,mobservice1,login_failure,mobservice1,1
gaia-v3-13480,fused,test-pred-001310,1627236570000,1627236567580,2.42,mobservice1,login_failure,mobservice1,1
gaia-v3-13183,fused,test-pred-001312,1627237110000,1627237077243,32.757,mobservice2,login_failure,mobservice2,1
gaia-v3-13184,fused,test-pred-001313,1627237260000,1627237225110,34.89,mobservice2,login_failure,mobservice2,1
gaia-v3-13482,fused,test-pred-001314,1627237770000,1627237742255,27.745,mobservice1,login_failure,mobservice2,2
gaia-v3-13185,fused,test-pred-001315,1627238190000,1627238175369,14.631,mobservice2,login_failure,mobservice2,1
gaia-v3-13186,fused,test-pred-001316,1627238250000,1627238220707,29.293,mobservice2,login_failure,mobservice1,2
gaia-v3-13188,fused,test-pred-001319,1627238580000,1627238555630,24.37,mobservice2,login_failure,mobservice2,1
gaia-v3-13189,fused,test-pred-001320,1627238730000,1627238715227,14.773,mobservice2,login_failure,logservice1,3
gaia-v3-13190,fused,test-pred-001321,1627238940000,1627238912892,27.108,mobservice2,login_failure,mobservice1,6
gaia-v3-13485,fused,test-pred-001322,1627239000000,1627238972648,27.352,mobservice1,login_failure,mobservice1,1
gaia-v3-13191,fused,test-pred-001323,1627239240000,1627239203823,36.177,mobservice2,login_failure,mobservice1,4
gaia-v3-13193,fused,test-pred-001326,1627239990000,1627239967301,22.699,mobservice2,login_failure,mobservice1,4
gaia-v3-13487,fused,test-pred-001327,1627240170000,1627240137275,32.725,mobservice1,login_failure,logservice1,5
gaia-v3-13194,fused,test-pred-001328,1627240230000,1627240210632,19.368,mobservice2,login_failure,mobservice1,2
gaia-v3-13195,fused,test-pred-001329,1627240410000,1627240396157,13.843,mobservice2,login_failure,mobservice2,1
gaia-v3-13741,fused,test-pred-001330,1627240590000,1627240545413,44.587,redisservice2,memory_anomalies,mobservice2,5
gaia-v3-13198,fused,test-pred-001331,1627241370000,1627241345506,24.494,mobservice2,login_failure,mobservice1,3
gaia-v3-13209,fused,test-pred-001344,1627244970000,1627244948414,21.586,mobservice2,login_failure,mobservice2,1
gaia-v3-13510,fused,test-pred-001354,1627246950000,1627246918579,31.421,mobservice1,login_failure,mobservice2,3
gaia-v3-13524,fused,test-pred-001369,1627250040000,1627250019624,20.376,mobservice1,login_failure,mobservice2,3
gaia-v3-13532,fused,test-pred-001383,1627252800000,1627252781787,18.213,mobservice1,login_failure,mobservice1,1
gaia-v3-13574,fused,test-pred-001434,1627265100000,1627265060786,39.214,mobservice1,login_failure,mobservice2,2
gaia-v3-13603,fused,test-pred-001476,1627275870000,1627275852835,17.165,mobservice1,login_failure,mobservice1,1
gaia-v3-13313,fused,test-pred-001488,1627277370000,1627277357243,12.757,mobservice2,login_failure,mobservice2,1
gaia-v3-13317,fused,test-pred-001493,1627278360000,1627278342546,17.454,mobservice2,login_failure,mobservice1,2
gaia-v3-13655,fused,test-pred-001547,1627289190000,1627289170853,19.147,mobservice1,login_failure,logservice2,4
gaia-v3-13360,fused,test-pred-001555,1627290810000,1627290785906,24.094,mobservice2,login_failure,mobservice1,3
gaia-v3-13367,fused,test-pred-001565,1627292940000,1627292926478,13.522,mobservice2,login_failure,mobservice1,2
gaia-v3-13376,fused,test-pred-001575,1627295010000,1627294985394,24.606,mobservice2,login_failure,logservice2,2
gaia-v3-13673,fused,test-pred-001576,1627295250000,1627295232488,17.512,mobservice1,login_failure,mobservice1,1
gaia-v3-13674,fused,test-pred-001577,1627295400000,1627295375690,24.31,mobservice1,login_failure,mobservice2,2
gaia-v3-13377,fused,test-pred-001578,1627295790000,1627295759820,30.18,mobservice2,login_failure,mobservice2,1
gaia-v3-13378,fused,test-pred-001579,1627295880000,1627295850928,29.072,mobservice2,login_failure,mobservice2,1
gaia-v3-13382,fused,test-pred-001582,1627296750000,1627296719383,30.617,mobservice2,login_failure,mobservice2,1
gaia-v3-13678,fused,test-pred-001583,1627297170000,1627297152476,17.524,mobservice1,login_failure,mobservice1,1
gaia-v3-13383,fused,test-pred-001585,1627297440000,1627297413736,26.264,mobservice2,login_failure,mobservice2,1
gaia-v3-13680,fused,test-pred-001586,1627297620000,1627297594565,25.435,mobservice1,login_failure,mobservice2,2
gaia-v3-13681,fused,test-pred-001587,1627297710000,1627297709487,0.513,mobservice1,login_failure,mobservice1,1
gaia-v3-13682,fused,test-pred-001588,1627297920000,1627297908240,11.76,mobservice1,login_failure,mobservice1,1
gaia-v3-13386,fused,test-pred-001589,1627298370000,1627298351155,18.845,mobservice2,login_failure,mobservice1,4
gaia-v3-13684,fused,test-pred-001590,1627298520000,1627298505185,14.815,mobservice1,login_failure,mobservice2,2
gaia-v3-13685,fused,test-pred-001592,1627298880000,1627298847252,32.748,mobservice1,login_failure,mobservice2,4
gaia-v3-13388,fused,test-pred-001593,1627299060000,1627299027477,32.523,mobservice2,login_failure,mobservice1,6
gaia-v3-13389,fused,test-pred-001594,1627299360000,1627299334523,25.477,mobservice2,login_failure,mobservice1,2
gaia-v3-13687,fused,test-pred-001595,1627299450000,1627299413943,36.057,mobservice1,login_failure,mobservice2,3
gaia-v3-13688,fused,test-pred-001596,1627299660000,1627299649116,10.884,mobservice1,login_failure,mobservice1,1
gaia-v3-13393,fused,test-pred-001597,1627299810000,1627299792827,17.173,mobservice2,login_failure,mobservice2,1
gaia-v3-13689,fused,test-pred-001598,1627299990000,1627299965504,24.496,mobservice1,login_failure,mobservice1,1
gaia-v3-13394,fused,test-pred-001599,1627300320000,1627300304629,15.371,mobservice2,login_failure,mobservice1,3
gaia-v3-13690,fused,test-pred-001600,1627300410000,1627300387301,22.699,mobservice1,login_failure,mobservice1,1
gaia-v3-13691,fused,test-pred-001601,1627300800000,1627300780110,19.89,mobservice1,login_failure,mobservice1,1
gaia-v3-13397,fused,test-pred-001602,1627302240000,1627302212717,27.283,mobservice2,login_failure,mobservice1,4
gaia-v3-13398,fused,test-pred-001603,1627302510000,1627302489292,20.708,mobservice2,login_failure,mobservice1,2
gaia-v3-13403,fused,test-pred-001605,1627303620000,1627303605132,14.868,mobservice2,login_failure,mobservice1,4
gaia-v3-13697,fused,test-pred-001606,1627303740000,1627303720642,19.358,mobservice1,login_failure,mobservice1,1
gaia-v3-13698,fused,test-pred-001607,1627303800000,1627303776945,23.055,mobservice1,login_failure,mobservice2,3
gaia-v3-13404,fused,test-pred-001608,1627304160000,1627304140603,19.397,mobservice2,login_failure,mobservice1,2
gaia-v3-13699,fused,test-pred-001609,1627304220000,1627304204396,15.604,mobservice1,login_failure,mobservice1,1
gaia-v3-13700,fused,test-pred-001610,1627304280000,1627304262297,17.703,mobservice1,login_failure,logservice1,6
gaia-v3-13405,fused,test-pred-001611,1627304520000,1627304499167,20.833,mobservice2,login_failure,mobservice1,2
gaia-v3-13701,fused,test-pred-001612,1627304580000,1627304541649,38.351,mobservice1,login_failure,mobservice2,2
gaia-v3-13406,fused,test-pred-001613,1627304700000,1627304663725,36.275,mobservice2,login_failure,logservice1,4
gaia-v3-13407,fused,test-pred-001614,1627304940000,1627304923903,16.097,mobservice2,login_failure,mobservice1,6
gaia-v3-13702,fused,test-pred-001615,1627305060000,1627305026808,33.192,mobservice1,login_failure,mobservice2,4
gaia-v3-13408,fused,test-pred-001616,1627305210000,1627305173833,36.167,mobservice2,login_failure,mobservice1,3
gaia-v3-13703,fused,test-pred-001617,1627305330000,1627305315363,14.637,mobservice1,login_failure,mobservice2,4
gaia-v3-13704,fused,test-pred-001618,1627305450000,1627305430045,19.955,mobservice1,login_failure,mobservice2,2
gaia-v3-13705,fused,test-pred-001619,1627305630000,1627305612681,17.319,mobservice1,login_failure,mobservice1,1
gaia-v3-13706,fused,test-pred-001620,1627306200000,1627306180196,19.804,mobservice1,login_failure,mobservice2,2
gaia-v3-13409,fused,test-pred-001621,1627306290000,1627306267330,22.67,mobservice2,login_failure,mobservice1,5
gaia-v3-13709,fused,test-pred-001622,1627306530000,1627306514020,15.98,mobservice1,login_failure,mobservice2,4
gaia-v3-13410,fused,test-pred-001623,1627306590000,1627306553380,36.62,mobservice2,login_failure,mobservice2,1
gaia-v3-13411,fused,test-pred-001624,1627306740000,1627306701998,38.002,mobservice2,login_failure,mobservice1,2
gaia-v3-13412,fused,test-pred-001625,1627306800000,1627306793502,6.498,mobservice2,login_failure,mobservice2,1
gaia-v3-13413,fused,test-pred-001626,1627306950000,1627306910734,39.266,mobservice2,login_failure,mobservice2,1
gaia-v3-13414,fused,test-pred-001627,1627307070000,1627307042363,27.637,mobservice2,login_failure,mobservice1,3
gaia-v3-13415,fused,test-pred-001629,1627307880000,1627307851313,28.687,mobservice2,login_failure,mobservice1,2
gaia-v3-13416,fused,test-pred-001631,1627308120000,1627308100343,19.657,mobservice2,login_failure,mobservice1,5
gaia-v3-13417,fused,test-pred-001632,1627308420000,1627308402656,17.344,mobservice2,login_failure,mobservice2,1
gaia-v3-13714,fused,test-pred-001633,1627308720000,1627308719695,0.305,mobservice1,login_failure,mobservice1,1
gaia-v3-13420,fused,test-pred-001634,1627308870000,1627308857367,12.633,mobservice2,login_failure,mobservice1,2
gaia-v3-13422,fused,test-pred-001635,1627309260000,1627309230277,29.723,mobservice2,login_failure,mobservice1,2
gaia-v3-13423,fused,test-pred-001636,1627309410000,1627309383432,26.568,mobservice2,login_failure,mobservice1,2
gaia-v3-13424,fused,test-pred-001637,1627309770000,1627309735982,34.018,mobservice2,login_failure,mobservice2,1
gaia-v3-13426,fused,test-pred-001638,1627309980000,1627309963954,16.046,mobservice2,login_failure,mobservice2,1
gaia-v3-13428,fused,test-pred-001639,1627310070000,1627310045884,24.116,mobservice2,login_failure,mobservice1,2
gaia-v3-13429,fused,test-pred-001640,1627310160000,1627310143085,16.915,mobservice2,login_failure,mobservice2,1
gaia-v3-13430,fused,test-pred-001641,1627310280000,1627310268469,11.531,mobservice2,login_failure,mobservice2,1
gaia-v3-13720,fused,test-pred-001642,1627310400000,1627310363121,36.879,mobservice1,login_failure,logservice2,3
gaia-v3-13432,fused,test-pred-001643,1627310640000,1627310617700,22.3,mobservice2,login_failure,mobservice1,2
gaia-v3-13721,fused,test-pred-001644,1627310700000,1627310671070,28.93,mobservice1,login_failure,mobservice2,2
gaia-v3-13435,fused,test-pred-001647,1627311450000,1627311411786,38.214,mobservice2,login_failure,mobservice2,1
gaia-v3-13724,fused,test-pred-001649,1627311840000,1627311811421,28.579,mobservice1,login_failure,mobservice1,1
gaia-v3-13725,fused,test-pred-001650,1627311930000,1627311897373,32.627,mobservice1,login_failure,mobservice1,1
gaia-v3-13727,fused,test-pred-001651,1627311990000,1627311973870,16.13,mobservice1,login_failure,mobservice1,1
gaia-v3-13729,fused,test-pred-001652,1627312110000,1627312098760,11.24,mobservice1,login_failure,logservice1,10
gaia-v3-13436,fused,test-pred-001653,1627312380000,1627312353255,26.745,mobservice2,login_failure,mobservice1,5
gaia-v3-13731,fused,test-pred-001654,1627312800000,1627312770207,29.793,mobservice1,login_failure,mobservice2,4
gaia-v3-13437,fused,test-pred-001655,1627312860000,1627312838431,21.569,mobservice2,login_failure,mobservice2,1
gaia-v3-13440,fused,test-pred-001657,1627313580000,1627313564529,15.471,mobservice2,login_failure,mobservice1,2
gaia-v3-13443,fused,test-pred-001659,1627313760000,1627313748012,11.988,mobservice2,login_failure,mobservice2,1
gaia-v3-13444,fused,test-pred-001660,1627313910000,1627313875075,34.925,mobservice2,login_failure,mobservice1,2
gaia-v3-13445,fused,test-pred-001663,1627314390000,1627314367292,22.708,mobservice2,login_failure,mobservice2,1
